agent PreviousPosition:None, CurrentPosition:A, g = 0, h = 3799, f = 3799, action: None
agent PreviousPosition:D, CurrentPosition:A --> g = 2005, h = 1555, f = 3560, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:A --> g = 2595, h = 965, f = 3560, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:F --> g = 1843, h = 1717, f = 3560, action: ('moveAndDrop', 'F')
agent PreviousPosition:D, CurrentPosition:E --> g = 1653, h = 1907, f = 3560, action: ('moveAndDrop', 'E')
agent PreviousPosition:A, CurrentPosition:D --> g = 1359, h = 2201, f = 3560, action: ('moveAndDrop', 'D')
agent PreviousPosition:E, CurrentPosition:F --> g = 1420, h = 2140, f = 3560, action: ('moveAndDrop', 'F')
agent PreviousPosition:A, CurrentPosition:F --> g = 2839, h = 721, f = 3560, action: ('moveAndDrop', 'F')
agent PreviousPosition:E, CurrentPosition:D --> g = 1381, h = 2179, f = 3560, action: ('moveAndDrop', 'D')
agent PreviousPosition:F, CurrentPosition:D --> g = 1563, h = 1997, f = 3560, action: ('moveAndDrop', 'D')
agent PreviousPosition:E, CurrentPosition:A --> g = 1859, h = 1701, f = 3560, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:A --> g = 2029, h = 1531, f = 3560, action: ('moveAndDrop', 'A')
agent PreviousPosition:D, CurrentPosition:A --> g = 1035, h = 2525, f = 3560, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:F --> g = 1191, h = 2369, f = 3560, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:F --> g = 1747, h = 1814, f = 3561, action: ('take', <package.Package instance at 0x1fe2f290>)
agent PreviousPosition:E, CurrentPosition:E --> g = 1594, h = 1967, f = 3561, action: ('take', <package.Package instance at 0x2112d368>)
agent PreviousPosition:D, CurrentPosition:D --> g = 2372, h = 1189, f = 3561, action: ('take', <package.Package instance at 0x37aac248>)
agent PreviousPosition:E, CurrentPosition:E --> g = 2606, h = 955, f = 3561, action: ('take', <package.Package instance at 0x377aef80>)
agent PreviousPosition:D, CurrentPosition:D --> g = 2144, h = 1417, f = 3561, action: ('take', <package.Package instance at 0x3779d8c0>)
agent PreviousPosition:D, CurrentPosition:F --> g = 2252, h = 1309, f = 3561, action: ('moveAndDrop', 'F')
agent PreviousPosition:D, CurrentPosition:D --> g = 2129, h = 1432, f = 3561, action: ('take', <package.Package instance at 0x3777f7e8>)
agent PreviousPosition:D, CurrentPosition:E --> g = 2297, h = 1264, f = 3561, action: ('moveAndDrop', 'E')
agent PreviousPosition:F, CurrentPosition:F --> g = 1798, h = 1763, f = 3561, action: ('take', <package.Package instance at 0x35130680>)
agent PreviousPosition:E, CurrentPosition:E --> g = 1678, h = 1883, f = 3561, action: ('take', <package.Package instance at 0x37477638>)
agent PreviousPosition:E, CurrentPosition:A --> g = 1774, h = 1787, f = 3561, action: ('moveAndDrop', 'A')
agent PreviousPosition:D, CurrentPosition:D --> g = 1510, h = 2051, f = 3561, action: ('take', <package.Package instance at 0x3591b248>)
agent PreviousPosition:D, CurrentPosition:F --> g = 1636, h = 1859, f = 3495, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:F --> g = 1638, h = 1859, f = 3497, action: ('take', <package.Package instance at 0x3848bfc8>)
agent PreviousPosition:D, CurrentPosition:D --> g = 1765, h = 1796, f = 3561, action: ('take', <package.Package instance at 0x3592c1b8>)
agent PreviousPosition:D, CurrentPosition:F --> g = 1891, h = 1580, f = 3471, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:F --> g = 1896, h = 1580, f = 3476, action: ('take', <package.Package instance at 0x385f4cb0>)
agent PreviousPosition:F, CurrentPosition:A --> g = 2091, h = 1385, f = 3476, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:A --> g = 2096, h = 1385, f = 3481, action: ('take', <package.Package instance at 0x38600cf8>)
agent PreviousPosition:A, CurrentPosition:D --> g = 2246, h = 1235, f = 3481, action: ('moveAndDrop', 'D')
agent PreviousPosition:D, CurrentPosition:D --> g = 2248, h = 1235, f = 3483, action: ('take', <package.Package instance at 0x386126c8>)
agent PreviousPosition:D, CurrentPosition:E --> g = 2416, h = 1067, f = 3483, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:E --> g = 2420, h = 1067, f = 3487, action: ('take', <package.Package instance at 0x3877d950>)
agent PreviousPosition:E, CurrentPosition:D --> g = 2616, h = 871, f = 3487, action: ('moveAndDrop', 'D')
agent PreviousPosition:D, CurrentPosition:D --> g = 2620, h = 871, f = 3491, action: ('take', <package.Package instance at 0x3878dcb0>)
agent PreviousPosition:D, CurrentPosition:E --> g = 2816, h = 675, f = 3491, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:E --> g = 2821, h = 675, f = 3496, action: ('take', <package.Package instance at 0x3879ea70>)
agent PreviousPosition:E, CurrentPosition:D --> g = 3031, h = 465, f = 3496, action: ('moveAndDrop', 'D')
agent PreviousPosition:D, CurrentPosition:D --> g = 3036, h = 465, f = 3501, action: ('take', <package.Package instance at 0x387aea70>)
agent PreviousPosition:D, CurrentPosition:A --> g = 3186, h = 315, f = 3501, action: ('moveAndDrop', 'A')
agent PreviousPosition:F, CurrentPosition:E --> g = 2001, h = 1505, f = 3506, action: ('moveAndDrop', 'E')
agent PreviousPosition:D, CurrentPosition:F --> g = 2356, h = 1151, f = 3507, action: ('moveAndDrop', 'F')
agent PreviousPosition:E, CurrentPosition:F --> g = 2518, h = 997, f = 3515, action: ('moveAndDrop', 'F')
agent PreviousPosition:D, CurrentPosition:F --> g = 2746, h = 773, f = 3519, action: ('moveAndDrop', 'F')
agent PreviousPosition:E, CurrentPosition:F --> g = 2926, h = 600, f = 3526, action: ('moveAndDrop', 'F')
agent PreviousPosition:D, CurrentPosition:A --> g = 2368, h = 1163, f = 3531, action: ('moveAndDrop', 'A')
agent PreviousPosition:F, CurrentPosition:E --> g = 1961, h = 1580, f = 3541, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:A --> g = 2532, h = 1011, f = 3543, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:E --> g = 1965, h = 1580, f = 3545, action: ('take', <package.Package instance at 0x385fdcb0>)
agent PreviousPosition:E, CurrentPosition:D --> g = 2161, h = 1384, f = 3545, action: ('moveAndDrop', 'D')
agent PreviousPosition:D, CurrentPosition:D --> g = 2163, h = 1384, f = 3547, action: ('take', <package.Package instance at 0x38952d88>)
agent PreviousPosition:D, CurrentPosition:E --> g = 2331, h = 1216, f = 3547, action: ('moveAndDrop', 'E')
agent PreviousPosition:D, CurrentPosition:A --> g = 2760, h = 787, f = 3547, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:E --> g = 2336, h = 1216, f = 3552, action: ('take', <package.Package instance at 0x38ac0290>)
agent PreviousPosition:E, CurrentPosition:D --> g = 2546, h = 1006, f = 3552, action: ('moveAndDrop', 'D')
agent PreviousPosition:D, CurrentPosition:D --> g = 2550, h = 1006, f = 3556, action: ('take', <package.Package instance at 0x38ad57a0>)
agent PreviousPosition:D, CurrentPosition:E --> g = 2746, h = 810, f = 3556, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:A --> g = 2941, h = 615, f = 3556, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:E --> g = 2171, h = 1385, f = 3556, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:E --> g = 2175, h = 1385, f = 3560, action: ('take', <package.Package instance at 0x3860c290>)
agent PreviousPosition:E, CurrentPosition:D --> g = 2371, h = 1189, f = 3560, action: ('moveAndDrop', 'D')
agent PreviousPosition:E, CurrentPosition:E --> g = 2751, h = 810, f = 3561, action: ('take', <package.Package instance at 0x38ae3710>)
agent PreviousPosition:E, CurrentPosition:A --> g = 2871, h = 690, f = 3561, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:F --> g = 2886, h = 675, f = 3561, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:D --> g = 1981, h = 1580, f = 3561, action: ('moveAndDrop', 'D')
agent PreviousPosition:F, CurrentPosition:F --> g = 1414, h = 2147, f = 3561, action: ('take', <package.Package instance at 0x372d7d88>)
agent PreviousPosition:F, CurrentPosition:E --> g = 1498, h = 2063, f = 3561, action: ('moveAndDrop', 'E')
agent PreviousPosition:D, CurrentPosition:D --> g = 1586, h = 1975, f = 3561, action: ('take', <package.Package instance at 0x35f9f368>)
agent PreviousPosition:D, CurrentPosition:A --> g = 1716, h = 1793, f = 3509, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:E --> g = 1812, h = 1697, f = 3509, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:E --> g = 1814, h = 1697, f = 3511, action: ('take', <package.Package instance at 0x38e06cf8>)
agent PreviousPosition:E, CurrentPosition:F --> g = 1898, h = 1613, f = 3511, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:F --> g = 1903, h = 1613, f = 3516, action: ('take', <package.Package instance at 0x38e1add0>)
agent PreviousPosition:F, CurrentPosition:D --> g = 2038, h = 1478, f = 3516, action: ('moveAndDrop', 'D')
agent PreviousPosition:D, CurrentPosition:D --> g = 2040, h = 1478, f = 3518, action: ('take', <package.Package instance at 0x38f80518>)
agent PreviousPosition:D, CurrentPosition:F --> g = 2148, h = 1370, f = 3518, action: ('moveAndDrop', 'F')
agent PreviousPosition:D, CurrentPosition:D --> g = 2042, h = 1478, f = 3520, action: ('take', <package.Package instance at 0x38f845f0>)
agent PreviousPosition:F, CurrentPosition:F --> g = 2153, h = 1370, f = 3523, action: ('take', <package.Package instance at 0x38f95fc8>)
agent PreviousPosition:F, CurrentPosition:A --> g = 2348, h = 1175, f = 3523, action: ('moveAndDrop', 'A')
agent PreviousPosition:F, CurrentPosition:E --> g = 2258, h = 1295, f = 3553, action: ('moveAndDrop', 'E')
agent PreviousPosition:D, CurrentPosition:E --> g = 1768, h = 1785, f = 3553, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:A --> g = 1856, h = 1697, f = 3553, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:E --> g = 1770, h = 1785, f = 3555, action: ('take', <package.Package instance at 0x38e00758>)
agent PreviousPosition:E, CurrentPosition:E --> g = 1534, h = 2027, f = 3561, action: ('take', <package.Package instance at 0x36771bd8>)
agent PreviousPosition:E, CurrentPosition:D --> g = 1730, h = 1831, f = 3561, action: ('moveAndDrop', 'D')
agent PreviousPosition:A, CurrentPosition:D --> g = 1618, h = 1943, f = 3561, action: ('moveAndDrop', 'D')
agent PreviousPosition:F, CurrentPosition:F --> g = 1040, h = 2521, f = 3561, action: ('take', <package.Package instance at 0x3b33368>)
agent PreviousPosition:F, CurrentPosition:F --> g = 1619, h = 1942, f = 3561, action: ('take', <package.Package instance at 0x1b114cb0>)
agent PreviousPosition:F, CurrentPosition:D --> g = 1754, h = 1783, f = 3537, action: ('moveAndDrop', 'D')
agent PreviousPosition:D, CurrentPosition:A --> g = 1864, h = 1673, f = 3537, action: ('moveAndDrop', 'A')
agent PreviousPosition:D, CurrentPosition:D --> g = 1756, h = 1783, f = 3539, action: ('take', <package.Package instance at 0x391497e8>)
agent PreviousPosition:D, CurrentPosition:D --> g = 1758, h = 1783, f = 3541, action: ('take', <package.Package instance at 0x3914eb00>)
agent PreviousPosition:D, CurrentPosition:E --> g = 1968, h = 1569, f = 3537, action: ('moveAndDrop', 'E')
agent PreviousPosition:D, CurrentPosition:A --> g = 1908, h = 1649, f = 3557, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:E --> g = 1738, h = 1823, f = 3561, action: ('take', <package.Package instance at 0x27c76dd0>)
agent PreviousPosition:D, CurrentPosition:E --> g = 1969, h = 1592, f = 3561, action: ('moveAndDrop', 'E')
agent PreviousPosition:A, CurrentPosition:A --> g = 1540, h = 2021, f = 3561, action: ('take', <package.Package instance at 0x39a3c68>)
agent PreviousPosition:A, CurrentPosition:D --> g = 1690, h = 1871, f = 3561, action: ('moveAndDrop', 'D')
agent PreviousPosition:E, CurrentPosition:E --> g = 1808, h = 1753, f = 3561, action: ('take', <package.Package instance at 0x11fc4b48>)
agent PreviousPosition:E, CurrentPosition:A --> g = 1928, h = 1633, f = 3561, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:E --> g = 2288, h = 1273, f = 3561, action: ('take', <package.Package instance at 0x664c518>)
agent PreviousPosition:E, CurrentPosition:A --> g = 2408, h = 1153, f = 3561, action: ('moveAndDrop', 'A')
agent PreviousPosition:D, CurrentPosition:A --> g = 2294, h = 1267, f = 3561, action: ('moveAndDrop', 'A')
agent PreviousPosition:D, CurrentPosition:A --> g = 2030, h = 1531, f = 3561, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:E --> g = 1310, h = 2251, f = 3561, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:F --> g = 2760, h = 801, f = 3561, action: ('moveAndDrop', 'F')
agent PreviousPosition:D, CurrentPosition:F --> g = 2443, h = 1118, f = 3561, action: ('moveAndDrop', 'F')
agent PreviousPosition:D, CurrentPosition:F --> g = 2863, h = 698, f = 3561, action: ('moveAndDrop', 'F')
agent PreviousPosition:E, CurrentPosition:F --> g = 1832, h = 1729, f = 3561, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:E --> g = 1885, h = 1676, f = 3561, action: ('moveAndDrop', 'E')
agent PreviousPosition:D, CurrentPosition:F --> g = 1295, h = 2266, f = 3561, action: ('moveAndDrop', 'F')
agent PreviousPosition:D, CurrentPosition:F --> g = 2634, h = 927, f = 3561, action: ('moveAndDrop', 'F')
agent PreviousPosition:D, CurrentPosition:A --> g = 2334, h = 1227, f = 3561, action: ('moveAndDrop', 'A')
agent PreviousPosition:F, CurrentPosition:E --> g = 1522, h = 2039, f = 3561, action: ('moveAndDrop', 'E')
agent PreviousPosition:D, CurrentPosition:F --> g = 2237, h = 1324, f = 3561, action: ('moveAndDrop', 'F')
agent PreviousPosition:D, CurrentPosition:A --> g = 1982, h = 1579, f = 3561, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:A --> g = 1924, h = 1637, f = 3561, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:A --> g = 2100, h = 1461, f = 3561, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:D --> g = 1750, h = 1811, f = 3561, action: ('moveAndDrop', 'D')
agent PreviousPosition:E, CurrentPosition:A --> g = 1690, h = 1871, f = 3561, action: ('moveAndDrop', 'A')
agent PreviousPosition:D, CurrentPosition:D --> g = 2373, h = 1189, f = 3562, action: ('take', <package.Package instance at 0x38c5cd40>)
agent PreviousPosition:D, CurrentPosition:E --> g = 2541, h = 1021, f = 3562, action: ('moveAndDrop', 'E')
agent PreviousPosition:F, CurrentPosition:F --> g = 1193, h = 2369, f = 3562, action: ('take', <package.Package instance at 0x382d55f0>)
agent PreviousPosition:F, CurrentPosition:A --> g = 1349, h = 2213, f = 3562, action: ('moveAndDrop', 'A')
agent PreviousPosition:D, CurrentPosition:D --> g = 1565, h = 1997, f = 3562, action: ('take', <package.Package instance at 0xac88a70>)
agent PreviousPosition:F, CurrentPosition:F --> g = 1422, h = 2140, f = 3562, action: ('take', <package.Package instance at 0x10e163b0>)
agent PreviousPosition:D, CurrentPosition:D --> g = 1361, h = 2201, f = 3562, action: ('take', <package.Package instance at 0x127935a8>)
agent PreviousPosition:D, CurrentPosition:F --> g = 1487, h = 2033, f = 3520, action: ('moveAndDrop', 'F')
agent PreviousPosition:D, CurrentPosition:A --> g = 1501, h = 2057, f = 3558, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:E --> g = 1655, h = 1907, f = 3562, action: ('take', <package.Package instance at 0x12fba170>)
agent PreviousPosition:F, CurrentPosition:F --> g = 1845, h = 1717, f = 3562, action: ('take', <package.Package instance at 0x184755f0>)
agent PreviousPosition:F, CurrentPosition:F --> g = 1398, h = 2164, f = 3562, action: ('take', <package.Package instance at 0x29f6c998>)
agent PreviousPosition:D, CurrentPosition:D --> g = 1675, h = 1887, f = 3562, action: ('take', <package.Package instance at 0x2d272638>)
agent PreviousPosition:D, CurrentPosition:D --> g = 1311, h = 2251, f = 3562, action: ('take', <package.Package instance at 0xe9531b8>)
agent PreviousPosition:D, CurrentPosition:D --> g = 1539, h = 2023, f = 3562, action: ('take', <package.Package instance at 0x16488e18>)
agent PreviousPosition:D, CurrentPosition:A --> g = 1689, h = 1829, f = 3518, action: ('moveAndDrop', 'A')
agent PreviousPosition:D, CurrentPosition:E --> g = 1749, h = 1805, f = 3554, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:A --> g = 1837, h = 1717, f = 3554, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:E --> g = 1753, h = 1805, f = 3558, action: ('take', <package.Package instance at 0x39935998>)
agent PreviousPosition:E, CurrentPosition:A --> g = 1873, h = 1661, f = 3534, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:A --> g = 1842, h = 1717, f = 3559, action: ('take', <package.Package instance at 0x39943200>)
agent PreviousPosition:F, CurrentPosition:F --> g = 2641, h = 921, f = 3562, action: ('take', <package.Package instance at 0x1d94a8c0>)
agent PreviousPosition:F, CurrentPosition:F --> g = 1958, h = 1604, f = 3562, action: ('take', <package.Package instance at 0x109286c8>)
agent PreviousPosition:F, CurrentPosition:A --> g = 2153, h = 1409, f = 3562, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:E --> g = 2491, h = 1071, f = 3562, action: ('take', <package.Package instance at 0x355e1560>)
agent PreviousPosition:E, CurrentPosition:A --> g = 2611, h = 951, f = 3562, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:A --> g = 2042, h = 1520, f = 3562, action: ('take', <package.Package instance at 0x35449ea8>)
agent PreviousPosition:A, CurrentPosition:D --> g = 2192, h = 1370, f = 3562, action: ('moveAndDrop', 'D')
agent PreviousPosition:F, CurrentPosition:E --> g = 1913, h = 1649, f = 3562, action: ('moveAndDrop', 'E')
